date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:07:07	113226/113226	---MCZ	200	added ('OK')	text/html	etag:%22921233-1762411757;gz%22	https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/	F:/Web/Blog/mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/index.html	(from https://mtc1.jankariweb.online/)
19:07:07	5169/5169	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:16%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/pages/88	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/pages/88.json	(from https://mtc1.jankariweb.online/about-us/)
19:07:07	115971/115971	---MCZ	200	added ('OK')	text/html	etag:%22921216-1762411752;gz%22	https://mtc1.jankariweb.online/author/divyanshu6713/	F:/Web/Blog/mtc1.jankariweb.online/author/divyanshu6713/index.html	(from https://mtc1.jankariweb.online/)
19:07:07	2097/2097	---M-Z	200	added ('OK')	application/json	etag:%22996011-1762436237;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fabout-us%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedea60.json	(from https://mtc1.jankariweb.online/about-us/)
19:07:08	2257/2257	---M-Z	200	added ('OK')	text/xml	etag:%22996012-1762436237;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fabout-us%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed9a63	(from https://mtc1.jankariweb.online/about-us/)
19:07:08	115616/115616	---MCZ	200	added ('OK')	text/html	etag:%22921270-1762411768;gz%22	https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/	F:/Web/Blog/mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/index.html	(from https://mtc1.jankariweb.online/)
19:07:08	4551/4551	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:17%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/pages/90	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/pages/90.json	(from https://mtc1.jankariweb.online/contact-us/)
19:07:08	114726/114726	---MCZ	200	added ('OK')	text/html	etag:%22921218-1762411752;gz%22	https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/	F:/Web/Blog/mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/index.html	(from https://mtc1.jankariweb.online/)
19:07:08	2107/2107	---M-Z	200	added ('OK')	application/json	etag:%22996019-1762436238;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fcontact-us%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedcc7d.json	(from https://mtc1.jankariweb.online/contact-us/)
19:07:09	2267/2267	---M-Z	200	added ('OK')	text/xml	etag:%22996022-1762436238;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fcontact-us%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed005a	(from https://mtc1.jankariweb.online/contact-us/)
19:07:09	114859/114859	---MCZ	200	added ('OK')	text/html	etag:%22921209-1762411750;gz%22	https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/	F:/Web/Blog/mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/index.html	(from https://mtc1.jankariweb.online/)
19:07:09	4861/4861	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:18%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/pages/86	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/pages/86.json	(from https://mtc1.jankariweb.online/dmca/)
19:07:09	103981/103981	---MCZ	200	added ('OK')	text/html	etag:%22927903-1762413856;gz%22	https://mtc1.jankariweb.online/category/software/	F:/Web/Blog/mtc1.jankariweb.online/category/software/index.html	(from https://mtc1.jankariweb.online/)
19:07:09	2077/2077	---M-Z	200	added ('OK')	application/json	etag:%22996024-1762436239;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fdmca%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed83c1.json	(from https://mtc1.jankariweb.online/dmca/)
19:07:10	2237/2237	---M-Z	200	added ('OK')	text/xml	etag:%22996026-1762436239;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fdmca%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedcac9	(from https://mtc1.jankariweb.online/dmca/)
19:07:10	24549/24549	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22866696-1762366235;gz%22	https://mtc1.jankariweb.online/16-lakh-gb-%f0%9f%a4%afstorage-in-just-1-cd-new-breakthrough-technology/	F:/Web/Blog/mtc1.jankariweb.online/16-lakh-gb-%f0%9f%a4%afstorage-in-just-1-cd-new-breakthrough-technology/index.html	(from https://mtc1.jankariweb.online/)
19:07:10	114072/114072	---MCZ	200	added ('OK')	text/html	etag:%22921226-1762411754;gz%22	https://mtc1.jankariweb.online/indiana-power-of-attorney-form-template/	F:/Web/Blog/mtc1.jankariweb.online/indiana-power-of-attorney-form-template/index.html	(from https://mtc1.jankariweb.online/)
19:07:10	113208/113208	---M-Z	200	added ('OK')	text/html	etag:%22921204-1762411749;gz%22	https://mtc1.jankariweb.online/how-to-get-a-personal-loan/	F:/Web/Blog/mtc1.jankariweb.online/how-to-get-a-personal-loan/index.html	(from https://mtc1.jankariweb.online/)
19:07:10	9101/9101	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:19%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/pages/3	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/pages/3.json	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:10	112273/112273	---M-Z	200	added ('OK')	text/html	etag:%22869191-1762367885;gz%22	https://mtc1.jankariweb.online/how-much-is-car-insurance-cost/	F:/Web/Blog/mtc1.jankariweb.online/how-much-is-car-insurance-cost/index.html	(from https://mtc1.jankariweb.online/)
19:07:10	113268/113268	---MCZ	200	added ('OK')	text/html	etag:%22920531-1762411260;gz%22	https://mtc1.jankariweb.online/best-personal-loans-for-fair-credit/	F:/Web/Blog/mtc1.jankariweb.online/best-personal-loans-for-fair-credit/index.html	(from https://mtc1.jankariweb.online/)
19:07:10	2127/2127	---M-Z	200	added ('OK')	application/json	etag:%22996029-1762436240;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fprivacy-policy%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedc810.json	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:11	2287/2287	---M-Z	200	added ('OK')	text/xml	etag:%22996033-1762436240;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fprivacy-policy%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embeded17	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:11	114222/114222	---M-Z	200	added ('OK')	text/html	etag:%22921231-1762411757;gz%22	https://mtc1.jankariweb.online/how-to-start-an-llc-in-7-steps/	F:/Web/Blog/mtc1.jankariweb.online/how-to-start-an-llc-in-7-steps/index.html	(from https://mtc1.jankariweb.online/)
19:07:11	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2006%20Nov%202025%2013:37:21%20GMT	https://mtc1.jankariweb.online/xmlrpc.php	F:/Web/Blog/mtc1.jankariweb.online/xmlrpc.php	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:11	112185/112185	---MCZ	200	added ('OK')	text/html	etag:%22921334-1762411789;gz%22	https://mtc1.jankariweb.online/page/2/	F:/Web/Blog/mtc1.jankariweb.online/page/2/index.html	(from https://mtc1.jankariweb.online/)
19:07:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:21%20GMT	https://mtc1.jankariweb.online/?p=88	F:/Web/Blog/mtc1.jankariweb.online/index8ed7.html	(from https://mtc1.jankariweb.online/about-us/)
19:07:11	670/670	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:21%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/categories/1	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/categories/1.json	(from https://mtc1.jankariweb.online/category/blog/)
19:07:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:21%20GMT	https://mtc1.jankariweb.online/?p=90	F:/Web/Blog/mtc1.jankariweb.online/indexeffd.html	(from https://mtc1.jankariweb.online/contact-us/)
19:07:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:21%20GMT	https://mtc1.jankariweb.online/?p=86	F:/Web/Blog/mtc1.jankariweb.online/index6213.html	(from https://mtc1.jankariweb.online/dmca/)
19:07:12	10820/10820	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:22%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/posts/254	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/posts/254.json	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:12	759/759	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/privacy-policy/feed/	F:/Web/Blog/mtc1.jankariweb.online/privacy-policy/feed/index.html	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:12	2375/2375	---M-Z	200	added ('OK')	application/json	etag:%22996042-1762436242;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fmastering-your-money-the-ultimate-guide-to-budgeting-and-saving%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedb3b0.json	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:13	2535/2535	---M-Z	200	added ('OK')	text/xml	etag:%22996044-1762436242;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fmastering-your-money-the-ultimate-guide-to-budgeting-and-saving%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embeddc91	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:13	3026/3026	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bd2-68ff09c2-77d32077b39fd93e;gz%22	https://mtc1.jankariweb.online/wp-includes/js/comment-reply.min.js?ver=6.8.3	F:/Web/Blog/mtc1.jankariweb.online/wp-includes/js/comment-reply.min32d4.js	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:22%20GMT	https://mtc1.jankariweb.online/?p=3	F:/Web/Blog/mtc1.jankariweb.online/index2207.html	(from https://mtc1.jankariweb.online/privacy-policy/)
19:07:13	73181/73181	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/category/blog/feed/	F:/Web/Blog/mtc1.jankariweb.online/category/blog/feed/index.html	(from https://mtc1.jankariweb.online/category/blog/)
19:07:13	786/786	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:23%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/users/1	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/users/1.json	(from https://mtc1.jankariweb.online/author/divyanshu6713/)
19:07:14	112693/112693	---MCZ	200	added ('OK')	text/html	etag:%22978624-1762431011;gz%22	https://mtc1.jankariweb.online/category/blog/page/2/	F:/Web/Blog/mtc1.jankariweb.online/category/blog/page/2/index.html	(from https://mtc1.jankariweb.online/category/blog/)
19:07:14	923/923	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/feed/	F:/Web/Blog/mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/feed/index.html	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:14	12449/12449	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:23%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/posts/256	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/posts/256.json	(from https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/)
19:07:14	2461/2461	---M-Z	200	added ('OK')	application/json	etag:%22996051-1762436243;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Ffrom-debt-to-wealth-effective-strategies-for-managing-your-personal-finances%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embede19e.json	(from https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/)
19:07:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:23%20GMT	https://mtc1.jankariweb.online/?p=254	F:/Web/Blog/mtc1.jankariweb.online/index6233.html	(from https://mtc1.jankariweb.online/mastering-your-money-the-ultimate-guide-to-budgeting-and-saving/)
19:07:14	2624/2624	---M-Z	200	added ('OK')	text/xml	etag:%22996055-1762436244;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Ffrom-debt-to-wealth-effective-strategies-for-managing-your-personal-finances%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed57f4	(from https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/)
19:07:15	11574/11574	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:24%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/posts/258	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/posts/258.json	(from https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/)
19:07:15	73206/73206	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/author/divyanshu6713/feed/	F:/Web/Blog/mtc1.jankariweb.online/author/divyanshu6713/feed/index.html	(from https://mtc1.jankariweb.online/author/divyanshu6713/)
19:07:15	113576/113576	---MCZ	200	added ('OK')	text/html	etag:%22922989-1762412305;gz%22	https://mtc1.jankariweb.online/author/divyanshu6713/page/2/	F:/Web/Blog/mtc1.jankariweb.online/author/divyanshu6713/page/2/index.html	(from https://mtc1.jankariweb.online/author/divyanshu6713/)
19:07:15	2416/2416	---M-Z	200	added ('OK')	application/json	etag:%22996057-1762436244;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fsmart-money-moves-practical-tips-for-budgeting-and-building-savings%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed441a.json	(from https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/)
19:07:15	969/969	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/feed/	F:/Web/Blog/mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/feed/index.html	(from https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/)
19:07:15	2579/2579	---M-Z	200	added ('OK')	text/xml	etag:%22996059-1762436245;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fsmart-money-moves-practical-tips-for-budgeting-and-building-savings%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embedc886	(from https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/)
19:07:15	11675/11675	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:25%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/posts/132	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/posts/132.json	(from https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/)
19:07:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:25%20GMT	https://mtc1.jankariweb.online/?p=256	F:/Web/Blog/mtc1.jankariweb.online/index03bd.html	(from https://mtc1.jankariweb.online/from-debt-to-wealth-effective-strategies-for-managing-your-personal-finances/)
19:07:16	2454/2454	---M-Z	200	added ('OK')	application/json	etag:%22996063-1762436245;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fhow-to-turn-your-business-idea-into-reality-a-practical-guide%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed4c76.json	(from https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/)
19:07:16	942/942	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/feed/	F:/Web/Blog/mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/feed/index.html	(from https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/)
19:07:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:25%20GMT	https://mtc1.jankariweb.online/?p=258	F:/Web/Blog/mtc1.jankariweb.online/indexb773.html	(from https://mtc1.jankariweb.online/smart-money-moves-practical-tips-for-budgeting-and-building-savings/)
19:07:16	2602/2602	---M-Z	200	added ('OK')	text/xml	etag:%22996065-1762436245;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fhow-to-turn-your-business-idea-into-reality-a-practical-guide%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed77b9	(from https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/)
19:07:17	924/924	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/feed/	F:/Web/Blog/mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/feed/index.html	(from https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/)
19:07:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Nov%202025%2013:37:26%20GMT	https://mtc1.jankariweb.online/?p=132	F:/Web/Blog/mtc1.jankariweb.online/index31a3.html	(from https://mtc1.jankariweb.online/how-to-turn-your-business-idea-into-reality-a-practical-guide/)
19:07:17	663/663	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:26%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/categories/2	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/categories/2.json	(from https://mtc1.jankariweb.online/category/software/)
19:07:17	115600/115600	---M-Z	200	added ('OK')	text/html	etag:%22921408-1762411813;gz%22	https://mtc1.jankariweb.online/10-best-project-management-software/	F:/Web/Blog/mtc1.jankariweb.online/10-best-project-management-software/index.html	(from https://mtc1.jankariweb.online/category/software/)
19:07:18	10311/10311	---MCZ	200	added ('OK')	application/json	date:Thu,%2006%20Nov%202025%2013:37:27%20GMT	https://mtc1.jankariweb.online/wp-json/wp/v2/posts/72	F:/Web/Blog/mtc1.jankariweb.online/wp-json/wp/v2/posts/72.json	(from https://mtc1.jankariweb.online/how-to-get-a-personal-loan/)
19:07:18	18919/18919	---MCZ	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/category/software/feed/	F:/Web/Blog/mtc1.jankariweb.online/category/software/feed/index.html	(from https://mtc1.jankariweb.online/category/software/)
19:07:18	839/839	---M-Z	200	added ('OK')	application/rss+xml	etag:%2269e3942241cb59e8b90e9ff2be322f61%22	https://mtc1.jankariweb.online/how-to-get-a-personal-loan/feed/	F:/Web/Blog/mtc1.jankariweb.online/how-to-get-a-personal-loan/feed/index.html	(from https://mtc1.jankariweb.online/how-to-get-a-personal-loan/)
19:07:18	2339/2339	---M-Z	200	added ('OK')	application/json	etag:%22996073-1762436247;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fhow-to-get-a-personal-loan%2F	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed4f9d.json	(from https://mtc1.jankariweb.online/how-to-get-a-personal-loan/)
19:07:18	2487/2487	---M-Z	200	added ('OK')	text/xml	etag:%22996074-1762436247;gz%22	https://mtc1.jankariweb.online/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmtc1.jankariweb.online%2Fhow-to-get-a-personal-loan%2F&format=xml	F:/Web/Blog/mtc1.jankariweb.online/wp-json/oembed/1.0/embed1470	(from https://mtc1.jankariweb.online/how-to-get-a-personal-loan/)
